movie_id,content_type,title,director,cast,country,genres,content_rating,original_release_date,streaming_release_date,runtime,production_company,audience_status,audience_rating,audience_count,description
m/center_stage,Movie,Center Stage,Nicholas Hytner,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",United States,Dramas,PG-13,2000-05-12,2013-04-09,114.0,Columbia Pictures,Upright,82.0,104272.0,"vying spot american ballet company, 12 dance student ready push body mind limit realize dreams."
m/change_in_the_air_2018,Movie,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",United States,Dramas,PG,2018-10-19,2018-10-22,94.0,Red Square Pictures,Spilled,50.0,48.0,"secretive woman breeze quiet town, subdued neighbor get swept curiosity ethereal presence."
m/chappaquiddick,Movie,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden",Dramas,PG-13,2018-04-06,2018-07-03,101.0,Entertainment Studios Motion Pictures,Upright,68.0,2288.0,senator ted kennedy watch future unravel wake infamous car crash family ally vie protect reputation.
m/charlie_and_the_chocolate_factory,Movie,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States","Children & Family Movies, Comedies",PG,2005-07-15,2008-01-15,115.0,Warner Bros. Pictures,Spilled,51.0,32495606.0,eccentric willy wonka open door candy factory five lucky kid learn secret behind amazing confections.
m/chasing_amy,Movie,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",United States,"Comedies, Cult Movies, Dramas",R,1997-04-04,2016-10-08,111.0,Miramax Films,Upright,83.0,197083.0,"comic book artist holden meet perfect woman, learn lesbian. stop falling love her."
m/chasing_the_dragon_2017,Movie,Chasing the Dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","Hong Kong, China","Action & Adventure, Dramas, International Movies",NR,2017-09-29,2018-01-23,128.0,Well Go USA Entertainment,Upright,72.0,490.0,"corrupt, british-colonized hong kong, mainland chinese immigrant rise top city's drug underworld help notorious cop."
m/chernobyl_diaries,Movie,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,"Horror Movies, Thrillers",R,2012-05-25,2014-01-07,86.0,Warner Bros. Pictures,Spilled,28.0,141913.0,"group kid take illegal tour abandoned city near chernobyl, mysterious humanoid form begin haunt steps..."
m/chicken_little,Movie,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,"Children & Family Movies, Comedies",G,2005-11-04,2015-11-23,81.0,Buena Vista Pictures,Spilled,47.0,470707.0,one belief chicken little try warn alien invasion – misfit friend save world!
m/chitty_chitty_bang_bang,Movie,Chitty Chitty Bang Bang,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","United Kingdom, United States","Children & Family Movies, Classic Movies, Comedies",G,1968-12-18,2017-01-12,145.0,United Artists,Upright,71.0,340329.0,"quirky inventor caractacus potts family travel magical flying car vulgaria, kingdom strangely devoid children."
m/10011774-chloe,Movie,Chloe,Atom Egoyan,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani","United States, Canada, France","Independent Movies, Thrillers",R,2010-03-26,2012-04-16,96.0,Sony Pictures Classics,Spilled,39.0,30602.0,"suspecting husband infidelity, catherine hire sexy chloe test faithfulness. soon, relationship three intensify."
m/christopher_robin,Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Jim Cummings, Brad Garrett, Nick Mohammed, Peter Capaldi",United States,"Children & Family Movies, Comedies, Dramas",PG,2018-08-03,2018-11-06,104.0,Walt Disney Pictures,Upright,83.0,5748.0,"careworn middle-aged man, christopher robin go familiar adventure old pal winnie pooh brings hundred acre wood."
m/clash_of_the_titans,Movie,Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans","United States, United Kingdom, Australia","Action & Adventure, Sci-Fi & Fantasy",PG,1981-06-12,2008-01-01,118.0,Warner Bros. Pictures,Upright,70.0,56833.0,"save life beautiful princess andromeda, valiant perseus must battle host powerful, beastly enemies."
m/clash_of_the_titans_2010,Movie,Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans","United States, United Kingdom, Australia","Action & Adventure, Sci-Fi & Fantasy",PG-13,2010-04-02,2012-01-01,106.0,Warner Bros.,Spilled,40.0,283929.0,"save life beautiful princess andromeda, valiant perseus must battle host powerful, beastly enemies."
m/class_rank,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,Comedies,NR,2018-05-11,2018-05-11,108.0,Cinedigm Entertainment,Upright,67.0,153.0,"class rank threatens college plans, ambitious teen convinces nerdy peer run school board abolish ranking system."
m/click,Movie,Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",United States,"Comedies, Sci-Fi & Fantasy",PG-13,2006-06-23,2016-04-19,108.0,Sony Pictures Releasing,Upright,66.0,874835.0,overworked michael newman stumble universal remote control give power pause fast-forward scene life.
m/closed_circuit_2013,Movie,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States","Dramas, Thrillers",R,2013-08-28,2016-08-10,96.0,Focus Features,Spilled,31.0,10964.0,"martin claudia, top-flight lawyer happen former lovers, become target they're teamed defend notorious terrorist."
m/cloud_atlas_2012,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun","Germany, United States, Hong Kong, Singapore","Action & Adventure, Cult Movies, Dramas",R,2012-10-26,2014-03-01,172.0,Warner Bros. Pictures,Upright,66.0,187692.0,"star-studded drama, six seemingly disparate story explore complicated link humanity share generations."
m/clouds_of_sils_maria,Movie,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland","Dramas, International Movies",R,2015-04-10,2016-11-30,123.0,IFC Films,Upright,65.0,11389.0,"middle-aged actress cast film adaptation play made famous 20 year earlier, much le glamorous role."
m/cloverfield,Movie,Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",United States,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",PG-13,2008-01-16,2013-08-01,85.0,Paramount,Upright,68.0,420231.0,going-away party manhattan interrupted mysterious monster epic proportion launch attack new york city.
m/coach_carter,Movie,Coach Carter,Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany","Dramas, Sports Movies",PG-13,2005-01-14,2013-08-01,136.0,Paramount Pictures,Upright,85.0,406740.0,controversial basketball coach ken carter put school sport bench undefeated high school team poor academic performance.
m/colonia,Movie,Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States","Dramas, Independent Movies, International Movies",R,2016-04-15,2016-06-08,110.0,Majestic Filmproduktion,Upright,61.0,3937.0,"boyfriend caught chilean coup, young woman try free prison camp posing commune joining voluntarily."
m/compulsion,Movie,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy","Dramas, Thrillers",NR,1959-01-01,2015-11-25,103.0,Fox,Upright,86.0,1456.0,"lured majestic, remote villa old lover, erotic novelist find falling mysterious woman descending moral abyss."
m/concussion_2013,Movie,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,"Dramas, Independent Movies, LGBTQ Movies",R,2013-10-04,2016-08-10,96.0,Radius-TWC,Spilled,58.0,1910.0,"lesbian housewife, feeling trapped stale marriage, begin visiting female prostitute soon seek excitement becoming sex worker."
m/concussion_2015,Movie,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,"Dramas, Independent Movies, LGBTQ Movies",PG-13,2015-12-25,2016-10-17,121.0,Sony Pictures,Upright,74.0,32775.0,"lesbian housewife, feeling trapped stale marriage, begin visiting female prostitute soon seek excitement becoming sex worker."
m/cool_hand_luke,Movie,Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,"Classic Movies, Dramas",PG,1967-01-01,2016-05-19,129.0,Warner Bros.,Upright,95.0,63694.0,"luke jackson like thing way, lead world hurt end prison camp – wrong side warden."
m/coraline,Movie,Coraline,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",United States,Children & Family Movies,PG,2009-02-06,2014-02-12,100.0,Focus Features,Upright,73.0,384726.0,curious young coraline unlocks door family's home transported universe strangely resembles – better.
m/1144992-crash,Movie,Crash,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña","United States, Germany","Dramas, Independent Movies",R,2004-09-10,2015-12-17,112.0,Lions Gate Films,Upright,88.0,442331.0,"post-sept. 11 los angeles, tension erupt life people walk life converge 36-hour period."
m/dad,Movie,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",United States,Dramas,PG,1989-10-27,2016-05-23,117.0,MCA Universal Home Video,Upright,60.0,4768.0,"family bond revived father diagnosed cancer bittersweet drama. dutiful son john care aging father, jake, without complaint."
m/daddy_day_care,Movie,Daddy Day Care,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",United States,"Children & Family Movies, Comedies",PG,2003-05-09,2016-01-03,92.0,Sony Pictures,Spilled,48.0,472605.0,"conscientious father loses lucrative dot-com job face economic ruin, join two friend opening business called daddy day care."
m/daddy_issues_2020,Movie,Daddy Issues,Amara Cash,"Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins",United States,"Dramas, Independent Movies, LGBTQ Movies",NR,2020-06-23,2020-06-23,80.0,Gravitas Ventures,,62.0,7995.0,"maya finally hook online dream girl, discover she’s deeply involved older sugar daddy – man maya know well."
m/dallas_buyers_club_2013,Movie,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,"Dramas, Independent Movies, LGBTQ Movies",R,2013-11-01,2015-08-19,117.0,Focus Features,Upright,91.0,92788.0,"refusing accept death sentence doctor diagnosed aid 1986, ron woodroof smuggles medication abroad."
m/danny_says,Movie,Danny Says,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner",United States,"Documentaries, Music & Musicals",NR,2016-09-30,2017-01-31,104.0,Magnolia Pictures,Spilled,51.0,172.0,"documentary profile eccentric publicist danny fields, helped launch career innovative new artist would become musical icons."
m/dark_crimes,Movie,Dark Crimes,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","United Kingdom, Poland, United States","Dramas, Thrillers",R,2018-05-18,2018-05-18,92.0,Saban Films,Spilled,30.0,957.0,detective cold murder case discovers famous writer’s latest novel contains detail chillingly similar crime he’s investigating.
m/dark_places_2015,Movie,Dark Places,Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Chloë Grace Moretz, Tye Sheridan, Sterling Jerins, Corey Stoll, Christina Hendricks, Drea de Matteo, Sean Bridgers, Andrea Roth","United States, United Kingdom, France","Dramas, International Movies, Thrillers",R,2015-08-07,2016-08-05,103.0,A24 and DIRECTV,Spilled,33.0,7273.0,"year surviving brutal crime child, libby day come believe brother testified committing may innocent."
m/daughters_of_the_dust,Movie,Daughters of the Dust,Julie Dash,"Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal","United Kingdom, United States","Classic Movies, Dramas, Independent Movies",PG,1991-12-27,2017-04-11,114.0,Kino International,Upright,64.0,1284.0,african american gullah family leaf coastal island home 1902 risk losing culture start new life u.s. mainland.
m/death_at_a_funeral,Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,Comedies,R,2007-08-17,2016-11-01,90.0,MGM,Upright,79.0,65073.0,"los angeles family's patriarch dies, dutiful eldest son plan funeral – becomes fiasco thanks colorful cast attendees."
m/death_at_a_funeral_2010,Movie,Death at a Funeral,Neil LaBute,"Chris Rock, Martin Lawrence, Tracy Morgan, Danny Glover, James Marsden, Luke Wilson, Zoe Saldana, Regina Hall, Columbus Short, Peter Dinklage, Kevin Hart, Loretta Devine, Regine Nehy, Keith David, Ron Glass",United States,Comedies,R,2010-04-16,2012-04-16,88.0,Sony Pictures,Spilled,45.0,103012.0,"los angeles family's patriarch dies, dutiful eldest son plan funeral – becomes fiasco thanks colorful cast attendees."
m/death_house,Movie,Death House,Harrison Smith,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",United States,Horror Movies,R,2018-02-23,2018-11-06,95.0,Hannover House,Spilled,39.0,213.0,two federal agent battle army rioting prisoner – sense reality – inside high-tech prison modeled dante’s inferno.
m/10008507-deep_water,TV Show,Deep Water,Unknown,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",Australia,"Crime TV Shows, International TV Shows, TV Dramas",PG,2006-09-03,2017-04-04,93.0,IFC Films,Upright,87.0,4961.0,"back bondi beach, grew up, dc torus lustigman investigates gay man's murder find link brother's death decade earlier."
m/delirium_2018,Movie,Delirium,Dennis Iliadis,"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Daisy McCrackin",United States,"Horror Movies, Thrillers",NR,2018-01-19,2018-01-19,88.0,Gravitas Ventures,Spilled,39.0,72.0,man history mental issue move late parents' mansion come suspect new home may haunted.
